,Location,Price,Bedroom,Bathrooms,Toilet,Location Area,State
37, Ajah,350000,No Info,No Info,No Info,Roi Estate, Lagos
38, Ajah,350000,No Info,No Info,No Info,Roi Estate, Lagos
39, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
40, Ajah,40000000,2,2,3,The Balconies, Lagos
41, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
42, Ajah,40000000,2,2,3,The Balconies, Lagos
43, Ajah,40000000,2,2,3,The Balconies, Lagos
44, Ajah,40000000,2,2,3,The Balconies, Lagos
45, Ajah,2800000,3,1,4,Lekki Scheme 2, Lagos
46, Ajah,2800000,3,1,4,Lekki Scheme 2, Lagos
47, Ajah,2800000,3,1,4,Lekki Scheme 2, Lagos
48, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
49, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
50, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
51, Ajah,1200000,3,3,4,Seaside Estate, Lagos
52, Ajah,1200000,3,3,4,Seaside Estate, Lagos
53, Ajah,1200000,3,3,4,Seaside Estate, Lagos
54, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
55, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
56, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
57, Ajah,1500000,2,2,3,Sangotedo, Lagos
58, Ajah,1500000,2,2,3,Sangotedo, Lagos
59, Ajah,1500000,2,2,3,Sangotedo, Lagos
60, Ajah,40000000,2,2,3,The Balconies, Lagos
61, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
62, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
63, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
64, Ajah,40000000,2,2,3,The Balconies, Lagos
65, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
66, Ajah,1500000,2,2,3,Sangotedo, Lagos
67, Ajah,1500000,2,2,3,Sangotedo, Lagos
68, Ajah,1500000,2,2,3,Sangotedo, Lagos
69, Ajah,750000,1,1,2,Olokonla, Lagos
70, Ajah,750000,1,1,2,Olokonla, Lagos
71, Ajah,750000,1,1,2,Olokonla, Lagos
72, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
73, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
74, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
75, Ajah,1500000,2,2,3,Sangotedo, Lagos
76, Ajah,1500000,2,2,3,Sangotedo, Lagos
77, Ajah,1500000,2,2,3,Sangotedo, Lagos
78, Ajah,40000000,2,2,3,The Balconies, Lagos
79, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
80, Ajah,40000000,2,2,3,The Balconies, Lagos
81, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
82, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
83, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
84, Ajah,750000,1,1,2,Olokonla, Lagos
85, Ajah,750000,1,1,2,Olokonla, Lagos
86, Ajah,750000,1,1,2,Olokonla, Lagos
87, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
88, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
89, Ajah,40000000,2,2,3,The Balconies, Lagos
90, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
91, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
92, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
93, Ajah,750000,1,1,2,Olokonla, Lagos
94, Ajah,750000,1,1,2,Olokonla, Lagos
95, Ajah,750000,1,1,2,Olokonla, Lagos
96, Ajah,40000000,2,2,3,The Balconies, Lagos
97, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
98, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
99, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
100, Ajah,40000000,2,2,3,The Balconies, Lagos
